[AddictionAndRecovery; inCodeSet; _CategoryCodeSet_Services_Main]
[ChZDSUhNMG9nS0VJQ0FnSUNaNjY3VkFREAE; reviewBody; """Honestly, this place has caused me more life changing trauma than I had anticipated. Long story short, I sought mental health services. Answering service said it would take several weeks, ok cool. They finally call, on a day, where I'm not feeling the world is falling apartThe person who called me was so rude, belittling, condescending, and vile, that this interaction caused a series of events that lead me into deeper mental health issues and despair.  Needless to say, the mental health spiral from the lack of ANY ASSISTANCE OR COMPASSION OR SIMPLY HUMAN DECENCY from the mental health person I spoke with, left me falling into a life I was attempting to avoid where I made decisions and sadly have altered the entire course of my lifeWhat's troubling is I reached out for help with mental health services and was spoken to in a manner that made me feel completely hopeless and aloneI do not recommend their mental health department"""]
[ChdDSUhNMG9nS0VJQ0FnSUNxaFp1RzZRRRAB; reviewBody; "The church is very active there trying to help the less fortunate sadly it has become a hangout for homeless addicts but they're it is a lot of ways to contribute by doing community service it is no longer a place for children to hang out ."]
[ChdDSUhNMG9nS0VJQ0FnSURJNzhpNHJRRRAB; reviewBody; "One of the better methadone programs.  Use to get off opioids.  Can save your life.  Be aware.  It's almost impossible to come off safely, unless you are good at jumping through hoops.  It seems the attitude is lifetime maintenance.  Some counselors ignore HIPPA.  So do some clients.  It's a double edged sword.  Use to get away from the poison.  Don't go too high and have a finish line.  One bondage isn't much different than another."]
[ChZDSUhNMG9nS0VJQ0FnSURZM08zSEF3EAE; reviewBody; """I want to believe that this organization does good things for the community, but I haven't seen it, and my personal struggle to deal with them has lead me to have a severely negative opinionI have a niece, a brown agender queer person, who was in need of therapy. Around a year ago I called this place on recommendation, and went through hell trying to get someone from the counseling department to return my calls. No one *ever* answered, I left voicemails, and would wait 3-5 days and get no callback, so I would call againI finally complained to the director of the center and got a callback, and the person who called me was severely indignant and had a terrible attitude, and then gaslit me by trying to suggest *I* was having a terrible attitude and exhibiting \"privilege\" by not allowing them to bully me on the phone for being upset with their terrible, unprofessional behaviorIt's now a year later, and my niece's therapist at another place is moving on, so I wanted to give this place another try, but yet again I am calling and leaving messages that are not being returnedIf I am to believe this organization takes the mental health of young LGBTQIA+ people seriously, I would need to know that they can do something as simple as return a phone call regarding a child's mental health in a reasonable and professional time frameSadly I cannot recommend Attic Youth Center as a positive place for the purpose they claim to serve."""]
[ChZDSUhNMG9nS0VJQ0FnSUN3dDdYcUVBEAE; reviewBody; "Eco friendly, clean and spacious.  Easily accessible to public transportation"]
[ChdDSUhNMG9nS0VJQ0FnSURnOXZlV3R3RRAB; reviewBody; "Cool place nice staff"]
[ChdDSUhNMG9nS0VJQ0FnSUN1Z3Y2aDF3RRAB; reviewBody; "Truly terrible would give 0 stars."]
[ChdDSUhNMG9nS0VJQ0FnSUM4NHJqR3d3RRAB; reviewBody; "Doctor Khan was not helpful at all.  She would not give me the amount of medication I take to help me sleep.  She decided I was bi-polar even though I told her I had Major Depressive Disorder and did not have any manic episodes.   I signed a 72 hour notice because there were days when she was on the init but did not speak with me, when she did meet with me it was only for a minute or two.  The social worker had me sign discharge papers the day before I was going to leave.  On the day I was to be discharged the nurse asked me to come to the disk to finish my discharge papers, two other people were also being discharged.  As I spoke with the nurse Doctor Khan asked the nurse what insurance the three people had and then told her to stop the discharge paper work.  It was a Tuesday and Doctor Khan told me that if I didn't agree to stay she would take me to mental health court on Thursday.  She finally agreed to discharge me on Thursday, it wasn't a surprise that I had to track her down on Wednesday because she did not meet with me.  If she wasn't even doing anything for me why did she insist on me staying?  I told the Dicial Workerbthat I needed therapy and asked them to set me up with a place that accepted my insurance.  When I called the place the social worker referred me to I was told that they didn't accept my insurance.  So I never got help for what I really needed.  When I left the hospital I went back to taking the medications that I took before I went to the hospital and I was finally able to get a good night's sleep.  I would not reccomend this hospital to anyone."]
[ChZDSUhNMG9nS0VJQ0FnSURZaS1mUFJBEAE; reviewBody; "I only put one star because it won't allow you to rate zero.  And that's what this place is, one great big ZERO.  The staff are rude and nasty, and they lie to family about the care your loved one is supposed to be getting and what is made available to them.  The doctors are no better.  My son went there for help because he was suicidal and addicted to drugs and alchohol.  He was there less than 24 hours and at 8o'clock the next morning was discharged (without his signature because he refused to sign) and handed a list of drug rehabs and wished good luck.  HE WAS SUICIDAL!!!!! and they discharged him.  He wound up back there 3 days later after my husband had made all the arrangements with our health insurance provider.  Unfortunately Friends is the crisis center for Philadelphia, so we had to go there first.  I told the admitting nurse that everything was in place and authorized by our healthcare, gave her the name and contact number of the person putting everything into place and told her that she only had to make a phone call to get the chain of command rolling.  What do they do????  They tried to send him to a rehab of THEIR CHOICE instead of following what was already approved!!!!  When we fought them on it, they tried to discharge him again!!!!!  This time it didn't work.  We called the health insurance and our contact person brought the hammer down on them.  I don't want to even imagine what my son would have tried to do to himself if he was thrown out on the street a second time!!  NEVER NEVER NEVER go there.  This place is nothing but a rat hole"]
[ChdDSUhNMG9nS0VJQ0FnSURNNTl1SW5BRRAB; reviewBody; "Enjoyed going there👍🏾 …"]
[ChdDSUhNMG9nS0VJQ0FnSURCcTczamdBRRAB; reviewBody; "It is a gratifying experience to be there at the park we went there to feed the less fortunate"]
[ChZDSUhNMG9nS0VJQ0FnSUN1Z3BTOWR3EAE; reviewBody; "Friendly staff"]
[ChZDSUhNMG9nS0VJQ0FnSUMwaHZiSEhBEAE; reviewBody; "i work here anf am waiting to assist you with all of your housing challenges"]
[ChdDSUhNMG9nS0VJQ0FnSUNVZ2QtTTVBRRAB; reviewBody; "Good dental services, friendly staff"]
[ChdDSUhNMG9nS0VJQ0FnSUR3NExPZC13RRAB; reviewBody; "Great community resource. The computer lab is a life saver."]
[ChZDSUhNMG9nS0VJQ0FnSUN3al9HWkp3EAE; reviewBody; """My teen daughter n I shared a room no bigger than a closet.n slept in a bunk bed. Bugs: ants roaches etc. all over kids run in community bathroom while your showering n open curtainI never believed their were this many homeless men with children n they're here too on the same floor as us females. No one here has been checked for abuse or criminal records 🤔🤔🤔The staff so far are helpful n compassionate so farYes they have three meals a day food cooked from scratch 😣😣😥 if you have a weak stomach sorry. It's freeThis place is a non profit organization that has availability n long term residency if you need a place for your family to be safe n together, you just have to go through OSHA aka apple tree to get in which takes a longtimeI may sound ungreatful to you but I'm just being honestThis is a very humbling experience that I will learn from get better n get out....so will you good luck."""]
[ChdDSUhNMG9nS0VJQ0FnSUNnNzczbjJBRRAB; reviewBody; "Best doctors. On time appointments"]
[ChZDSUhNMG9nS0VJQ0FnSUNad01XWWR3EAE; reviewBody; "Livengrin alum 2015 was there multiple times. Place saved my life. Beautiful campus too."]
[ChZDSUhNMG9nS0VJQ0FnSURoNFpmZ0JREAE; reviewBody; "Nice for business but don't say nothing else"]
[ChZDSUhNMG9nS0VJQ0FnSUN3dDhXcGZREAE; reviewBody; "Gave me the run around and unprofessional"]
[ChdDSUhNMG9nS0VJQ0FnSUMwaWEtTzVnRRAB; reviewBody; "Wonderful environment and awesome library"]
[ChZDSUhNMG9nS0VJQ0FnSUN4dDctWlhBEAE; reviewBody; "Wonderful Social Worker, who returned calls, did all the necessary arrangements and treated my son super well. Wonderful doctor, who after 1.5 years was able to find medicine that made my son feel better.  He reported the food was good, tasty and very elaborated. But it was not the best environment to recover. He reported nothing to do at all on weekends, not allowed to go outside on weekends, no activities. Scared of the constant yelling and fighting of the residents. Not a great environment for a teenager to recover from depression."]
[ChZDSUhNMG9nS0VJQ0FnSUNRdmNfWUhnEAE; reviewBody; "You are going to win"]
[ChZDSUhNMG9nS0VJQ0FnSURZeS0zSGZnEAE; reviewBody; "Bus stop."]
[ChdDSUhNMG9nS0VJQ0FnSURBdWNUTHdBRRAB; reviewBody; "Super unprofessional staff."]
[ChdDSUhNMG9nS0VJQ0FnSUNRdmI2VHNBRRAB; reviewBody; "I walked into friends July 23rd 2018 told them I was suicidal and I need help dr. Jeff told me since I did it shoot myself in the head like I planned on doing I need outpatient if that wasn't the most degrading and disrespectful response to a suicidal person thank God I'm strong enough to just walk into a different crisis center to get the help that I need you should not have a license to be a doctor and I think he's racist I would not recommend anyone to go to Friends Hospital they're only there for the check they don't care about nobody but themselves cuz they're getting paid"]
[ChZDSUhNMG9nS0VJQ0FnSURrd2VfS1NREAE; reviewBody; "Amazing staff very friendly doctors and the results are outstanding never thought to be pain free and have this results and enjoy eating and smiling again am so happy and recomend this place to the whole country its example all dental associations should be like and couldn't be happier."]
[ChdDSUhNMG9nS0VJQ0FnSURlbE5XMThBRRAB; reviewBody; "Everything I hear and read from this place is bad news. Not even bothering thank y'all for the feedback I'm a father with my wife and daughter that no one will separate."]
[ChRDSUhNMG9nS0VJQ0FnSUNBNjh0ahAB; reviewBody; "Drug and Alcohol Clinic. Methadone, and Vivitrol Maintenance Programs"]
[ChdDSUhNMG9nS0VJQ0FnSUNlMVBERnNRRRAB; reviewBody; "Los mejores en su trabajo"]
[ChZDSUhNMG9nS0VJQ0FnSUN3NktmM2FnEAE; reviewBody; "My experience was great. The staff was kind & the doctors took care of all my medical needs. This was my first time ever receiving psychiatric treatment & I didn't know what to expect, I stayed for just under 1 month & came out 100% better than how I went in.. For me this was a life changing experience. Thank you, Dr. Shack & many thanks to the entire staff of BN2."]
[ChdDSUhNMG9nS0VJQ0FnSURROXVhcTZRRRAB; reviewBody; "THIS PLACE IS JOKE AND THE MAJORITY OF THE STAFF IS VERY RUDE. IF I WAS YOU I WOULD GO TO ANOTHER PLACE!!!!!"]
[ChZDSUhNMG9nS0VJQ0FnSUNXM1BlaklBEAE; reviewBody; "Extremely rude and un-caring staff.I was called a Liar when I told them I could not eat a meal due to my allergies,I told them my allergies the moment I walked in the door,and did not receive dinner due to this.I spent 2 days with NO medication while detoxing from alcohol.I finally lost my temper by raising my voice when a \"nurse\" flicked her hand at me and said \"go away\".I was then kicked out,40 miles from home,soaked in sweat and shaking...They have NO Programs on the detox ward and serve cold food.It seemed as though they went out of their way to make the experience as stressful as possible.STAY AWAY!!!!"]
[ChZDSUhNMG9nS0VJQ0FnSUN3Z0tqX0tBEAE; reviewBody; "They are not fake Christians, I personally stayed for 30 days,  and everyone went to Jesus for answers."]
